Jugador anonimizado;Minutos;"Avg Dist
(Sess)
(m)";"ZONA 4
19,9 A
25,1 KM/H";"ZONA 5
> 25,1
KM/H";"#ACELE
RACIONES
INTENSAS";"#DES
ACELERACIONES
INTENSAS";"# ACEL
+ DESINTENSAS";"#CANTIDAD
SPRINTS
TOTAL";"PROMEDIO 
ESFUERZOS 
REPETIDOS";Max. Vel (km/h);Metros/min;Tiempo;Rival;Número de fecha del torneo;Torneo;Fecha;Categoria de Partido;Posición;Posición Habitual;Gol?;Asistencia?;Lesión?;Edad;Peso;Altura
4;42;4.341;323;36;39;40;79;2;23;28;103,4;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Delantero;0;0;0;33;91;190
14;48;5.756;298;55;25;35;60;3;21;27;119,9;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Central;0;0;0;26;68;171
5;37;4.219;214;4;25;29;54;0;20;26;114;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Delantero;0;0;0;23;82;184
25;48;4.856;246;35;18;30;48;2;18;28;101,2;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Defensor Central;1;0;0;35;80;178
6;41;4.570;251;44;21;26;47;2;17;30;111,5;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Lateral;0;0;0;29;73;177
3;10;1.385;115;19;9;13;22;1;5;26;138,5;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
22;11;1.269;86;23;6;8;14;1;7;28;115,4;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Ofensivo;0;0;0;28;70;187
18;6;524;54;0;4;3;7;0;2;23;87,3;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Defensor Central;0;0;0;30;83;179
11;47;5.721;313;32;56;70;126;2;30;30;121,7;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Central;0;0;0;24;63;170
10;47;4.782;332;170;45;59;104;8;25;31;101,7;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
17;47;4.891;225;67;45;39;84;4;22;32;104,1;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Lateral;0;0;0;23;69;170
4;47;4.323;174;80;41;33;74;5;19;32;92;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Delantero;0;0;0;33;91;190
5;47;4.860;102;18;37;37;74;1;17;30;103,4;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Delantero;0;0;0;23;82;184
6;47;5.233;101;24;27;37;64;2;18;29;111,3;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Lateral;0;0;0;29;73;177
7;47;4.670;199;26;19;32;51;1;17;29;99,4;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Lateral;0;0;0;26;72;175
18;47;4.850;331;30;23;27;50;3;15;27;103,2;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Defensor Central;0;0;0;30;83;179
19;47;5.182;152;16;16;32;48;1;16;27;110,3;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Central;0;0;0;28;70;170
8;47;4.716;123;19;19;27;46;1;16;27;100,3;1;Independiente;15;Torneo Local;06/05/2023;Normal;;Defensor Central;0;0;0;22;86;186
10;51;4.813;288;65;46;50;96;4;28;30;94,4;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
6;51;4.875;147;65;38;39;77;3;22;28;95,6;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Lateral;0;0;0;29;73;177
3;42;4.488;342;23;32;40;72;2;21;26;106,9;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
7;51;4.489;179;11;33;32;65;1;23;27;88;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Lateral;0;0;0;26;72;175
11;31;3.069;145;7;29;29;58;1;17;26;99;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Central;0;0;0;24;63;170
4;51;3.900;110;1;30;26;56;0;16;25;76,5;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Delantero;1;0;0;33;91;190
8;51;4.356;95;10;28;26;54;1;18;28;85,4;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Defensor Central;0;1;0;22;86;186
14;42;4.079;135;0;30;24;54;0;13;25;97,1;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Central;0;0;0;26;68;171
17;31;2.647;139;0;24;23;47;0;13;25;85,4;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Lateral;0;0;0;23;69;170
5;31;2.654;75;0;14;23;37;0;9;25;85,6;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Delantero;0;0;0;23;82;184
22;17;1.917;206;24;17;13;30;1;11;26;112,8;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Ofensivo;1;0;0;28;70;187
9;17;1.943;65;31;11;15;26;1;9;28;114,3;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Central;0;0;0;21;78;188
1;17;1.722;123;99;9;11;20;5;8;30;101,3;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
18;9;913;52;6;9;9;18;0;5;26;101,4;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Defensor Central;0;0;0;30;83;179
19;9;935;22;0;5;5;10;0;3;21;103,9;2;Independiente;15;Torneo Local;06/05/2023;Normal;;Volante Central;0;0;0;28;70;170
11;48;5.756;422;65;48;47;95;4;26;29;119,9;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante Central;0;0;0;24;63;170
10;48;5.090;376;203;43;47;90;10;25;31;106;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
4;48;4.539;227;113;33;48;81;6;25;31;94,6;1;Tucuman;16;Torneo Local;12/05/2023;Normal;Delantero;Delantero;0;1;0;33;91;190
6;48;4.989;194;16;40;31;71;1;23;26;103,9;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral;0;0;0;29;73;177
8;48;4.819;200;24;31;32;63;2;22;29;100,4;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Defensor Central;0;0;0;22;86;186
3;48;5.678;266;144;25;38;63;5;21;30;118,3;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
5;48;4.924;274;17;26;34;60;1;23;27;102,6;1;Tucuman;16;Torneo Local;12/05/2023;Normal;Volante Ofensivo;Delantero;0;0;0;23;82;184
7;48;4.657;170;44;27;33;60;3;15;29;97;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral;1;0;0;26;72;175
1;48;4.756;308;77;26;25;51;5;19;29;99,1;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
14;48;5.462;159;32;20;19;39;2;16;28;113,8;1;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante Central;0;0;0;26;68;171
11;49;5.738;478;80;36;60;96;5;28;28;117,1;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante Central;0;0;0;24;63;170
10;39;4.521;527;133;41;52;93;9;28;31;115,9;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
1;49;4.912;312;112;38;38;76;6;20;29;100,2;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
8;49;4.697;153;55;42;28;70;2;19;29;95,9;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Defensor Central;0;0;0;22;86;186
7;49;4.927;314;20;28;38;66;2;23;27;100,6;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral;0;0;0;26;72;175
2;40;4.417;323;54;28;37;65;2;17;30;110,4;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
6;49;5.021;215;17;30;33;63;1;21;26;102,5;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral;0;0;0;29;73;177
4;39;3.662;163;67;25;27;52;5;16;29;93,9;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Delantero;1;0;0;33;91;190
14;49;5.481;247;0;20;26;46;0;16;25;111,9;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante Central;0;0;0;26;68;171
22;25;2.931;140;54;26;20;46;3;15;29;117,2;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
5;25;2.516;107;17;18;19;37;1;10;26;100,6;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Delantero;0;0;0;23;82;184
17;10;982;57;0;11;14;25;0;6;23;98,2;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral;0;0;0;23;69;170
3;9;1.184;96;34;4;6;10;1;5;29;131,6;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
12;10;952;33;8;6;4;10;1;4;26;95,2;2;Tucuman;16;Torneo Local;12/05/2023;Normal;;Lateral;0;0;0;30;65;169
11;46;5.829;467;99;55;65;120;5;25;31;126,7;1;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Central;0;0;0;24;63;170
10;46;5.051;378;162;44;62;106;8;26;31;109,8;1;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
1;46;4.820;242;95;45;40;85;5;25;33;104,8;1;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
3;46;5.833;483;15;32;52;84;1;25;27;126,8;1;Boca;17;Torneo Local;19/05/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
6;46;5.032;240;23;33;43;76;2;26;27;109,4;1;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral;0;0;0;29;73;177
5;46;5.126;228;28;29;34;63;2;20;26;111,4;1;Boca;17;Torneo Local;19/05/2023;Importante;;Delantero;0;0;0;23;82;184
7;46;4.635;374;19;25;37;62;1;21;26;100,8;1;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral;0;0;0;26;72;175
4;26;2.731;161;24;28;29;57;1;15;29;105;1;Boca;17;Torneo Local;19/05/2023;Importante;;Delantero;0;0;0;33;91;190
14;46;5.612;245;44;17;30;47;3;17;27;122;1;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Central;0;0;0;26;68;171
8;46;4.870;112;60;24;22;46;3;14;31;105,9;1;Boca;17;Torneo Local;19/05/2023;Importante;;Defensor Central;0;0;0;22;86;186
22;20;2.175;115;7;20;10;30;1;10;26;108,8;1;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Ofensivo;0;0;0;28;70;187
11;49;5.879;402;115;59;67;126;6;33;29;120;2;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Central;0;0;0;24;63;170
10;31;3.208;307;97;34;41;75;7;23;29;103,5;2;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
7;49;4.907;325;55;36;33;69;3;25;27;100,1;2;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral;0;0;0;26;72;175
1;49;4.496;176;41;35;33;68;3;16;27;91,8;2;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
6;49;5.164;287;45;27;37;64;2;20;28;105,4;2;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral;0;0;0;29;73;177
2;23;2.736;196;22;28;24;52;2;11;28;119;2;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral / Volante;0;0;0;25;70;177
22;49;5.564;329;85;28;24;52;3;26;30;113,6;2;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Ofensivo;0;0;0;28;70;187
8;49;5.009;250;45;26;25;51;2;18;27;102,2;2;Boca;17;Torneo Local;19/05/2023;Importante;;Defensor Central;0;0;0;22;86;186
14;49;5.844;267;22;24;27;51;2;18;26;119,3;2;Boca;17;Torneo Local;19/05/2023;Importante;;Volante Central;0;0;0;26;68;171
5;31;3.108;123;7;26;23;49;0;15;26;100,3;2;Boca;17;Torneo Local;19/05/2023;Importante;;Delantero;0;0;0;23;82;184
17;17;1.958;181;35;20;27;47;1;12;28;115,2;2;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral;0;0;0;23;69;170
3;26;3.225;230;49;21;20;41;2;15;29;124;2;Boca;17;Torneo Local;19/05/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
12;16;1.859;124;52;11;18;29;3;8;29;116,2;2;Boca;17;Torneo Local;19/05/2023;Importante;;Lateral;0;0;0;30;65;169
11;47;5.901;483;26;58;61;119;2;29;28;125,6;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante Central;0;0;0;24;63;170
2;47;5.459;260;58;59;59;118;4;26;29;116,1;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral / Volante;0;0;0;25;70;177
10;47;5.164;327;130;56;62;118;4;30;31;109,9;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
3;47;5.820;368;18;45;37;82;1;24;27;123,8;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
1;47;5.039;313;59;32;34;66;6;20;28;107,2;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
5;47;4.817;156;21;21;40;61;2;16;27;102,5;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Delantero;0;0;0;23;82;184
18;47;5.243;195;26;24;36;60;2;21;28;111,6;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Defensor Central;0;0;0;30;83;179
25;47;4.762;119;0;19;35;54;0;15;25;101,3;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Defensor Central;0;0;0;35;80;178
7;47;4.798;108;0;19;34;53;0;18;24;102,1;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral;0;0;0;26;72;175
14;47;5.660;276;28;19;30;49;3;16;27;120,4;1;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante Central;0;0;0;26;68;171
10;50;4.790;283;49;59;63;122;4;27;29;95,8;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
11;50;5.722;414;41;58;56;114;2;29;28;114,4;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante Central;0;0;0;24;63;170
3;50;5.484;260;18;27;37;64;1;18;28;109,7;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
22;40;4.215;201;30;28;31;59;3;17;27;105,4;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante Ofensivo;0;0;0;28;70;187
7;50;4.707;264;21;28;30;58;2;20;29;94,1;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral;0;0;0;26;72;175
18;47;4.506;166;100;20;25;45;5;13;29;95,9;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Defensor Central;0;0;0;30;83;179
1;47;4.390;269;73;21;20;41;2;14;31;93,4;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
25;50;4.426;161;34;16;24;40;2;10;28;88,5;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Defensor Central;0;0;0;35;80;178
5;22;2.170;32;0;20;14;34;0;7;23;98,6;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Delantero;0;0;0;23;82;184
2;10;1.166;66;0;13;15;28;0;7;24;116,6;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral / Volante;0;0;0;25;70;177
14;50;5.467;236;44;11;17;28;3;19;28;109,3;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Volante Central;0;0;0;26;68;171
13;10;1.199;84;69;10;11;21;1;8;33;119,9;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral / Volante;0;0;0;23;68;172
20;3;254;28;0;4;1;5;0;1;23;84,7;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Defensor Central;0;0;0;23;79;182
12;3;333;23;32;2;2;4;1;1;32;111;2;Corinthians;4;Libertadores;24/05/2023;Importante;;Lateral;0;0;0;30;65;169
11;47;6.369;600;138;49;64;113;7;28;30;135,5;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Central;0;0;0;24;63;170
10;47;5.896;469;251;46;60;106;14;29;30;125,4;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
12;47;5.776;424;124;34;62;96;5;24;29;122,9;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral;0;0;0;30;65;169
2;47;6.066;403;98;45;48;93;6;30;29;129,1;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
6;47;5.556;275;71;36;47;83;4;23;28;118,2;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral;0;0;0;29;73;177
14;47;6.172;257;41;38;41;79;3;25;27;131,3;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Central;0;0;0;26;68;171
22;47;6.117;494;72;37;37;74;6;28;27;130,1;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
8;47;5.335;306;48;35;36;71;4;23;29;113,5;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Defensor Central;0;0;0;22;86;186
7;47;5.084;313;53;25;44;69;3;24;29;108,2;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral;0;0;0;26;72;175
1;47;5.428;345;182;30;35;65;9;22;32;115,5;1;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
11;47;5.998;522;101;46;49;95;4;23;29;127,6;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Central;0;0;0;24;63;170
10;47;5.511;432;291;27;45;72;13;28;32;117,3;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
6;47;5.215;343;38;32;36;68;2;22;28;111;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral;0;0;0;29;73;177
8;47;5.150;267;75;36;30;66;4;28;31;109,6;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Defensor Central;0;0;0;22;86;186
14;47;5.741;328;11;29;30;59;1;19;26;122,1;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Central;0;0;0;26;68;171
5;33;3.849;276;52;23;31;54;4;17;26;116,6;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Delantero;0;0;0;23;82;184
1;28;2.895;183;66;24;30;54;4;16;32;103,4;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
17;19;2.384;131;6;17;30;47;0;13;26;125,5;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral;0;0;0;23;69;170
7;47;4.955;324;11;21;25;46;1;16;26;105,4;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral;0;0;0;26;72;175
3;33;4.453;300;47;15;27;42;3;16;27;134,9;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
27;30;3.310;196;128;12;21;33;6;12;31;110,3;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Extremo;0;0;0;21;69;172
12;17;2.090;175;18;13;13;26;1;9;26;122,9;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral;0;0;0;30;65;169
2;15;1.839;109;0;15;9;24;0;7;25;122,6;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
22;14;1.626;58;16;8;12;20;1;7;28;116,1;2;Talleres;18;Torneo Local;28/05/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
11;49;5.339;479;159;46;54;100;10;25;31;109;1;Platense;19;Torneo Local;02/06/2023;Importante;;Volante Central;0;0;0;24;63;170
6;49;4.861;358;32;33;33;66;3;20;28;99,2;1;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral;0;0;0;29;73;177
13;49;5.043;379;132;30;36;66;5;22;31;102,9;1;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral / Volante;0;0;0;23;68;172
1;49;4.411;260;152;33;28;61;5;21;33;90;1;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
5;49;4.631;220;73;24;35;59;3;26;30;94,5;1;Platense;19;Torneo Local;02/06/2023;Importante;;Delantero;0;0;0;23;82;184
27;49;4.660;240;171;21;36;57;9;22;31;95,1;1;Platense;19;Torneo Local;02/06/2023;Importante;;Extremo;0;0;0;21;69;172
7;49;4.856;324;44;26;30;56;3;23;26;99,1;1;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral;0;0;0;26;72;175
3;49;5.184;386;33;23;23;46;2;18;28;105,8;1;Platense;19;Torneo Local;02/06/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
25;49;4.266;137;48;16;26;42;2;16;31;87,1;1;Platense;19;Torneo Local;02/06/2023;Importante;;Defensor Central;0;0;0;35;80;178
14;49;4.819;137;48;16;18;34;2;14;29;98,3;1;Platense;19;Torneo Local;02/06/2023;Importante;;Volante Central;0;0;0;26;68;171
11;52;5.437;436;49;51;65;116;2;27;27;104,6;2;Platense;19;Torneo Local;02/06/2023;Importante;;Volante Central;0;0;0;24;63;170
13;50;4.761;336;153;34;38;72;7;20;32;95,2;2;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral / Volante;0;0;0;23;68;172
3;52;5.253;373;62;29;34;63;4;23;28;101;2;Platense;19;Torneo Local;02/06/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
1;50;4.313;243;93;34;29;63;6;18;31;86,3;2;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
2;34;3.398;220;22;30;29;59;1;16;30;99,9;2;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral / Volante;0;0;0;25;70;177
6;52;5.082;253;78;31;24;55;5;19;31;97,7;2;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral;0;0;0;29;73;177
7;52;4.723;172;32;26;27;53;2;16;27;90,8;2;Platense;19;Torneo Local;02/06/2023;Importante;;Lateral;0;0;0;26;72;175
25;52;4.335;132;37;19;27;46;2;13;28;83,4;2;Platense;19;Torneo Local;02/06/2023;Importante;;Defensor Central;0;0;0;35;80;178
14;52;5.005;230;2;15;23;38;0;12;25;96,3;2;Platense;19;Torneo Local;02/06/2023;Importante;;Volante Central;0;0;0;26;68;171
22;27;2.506;229;32;19;18;37;3;12;27;92,8;2;Platense;19;Torneo Local;02/06/2023;Importante;;Volante Ofensivo;1;0;0;28;70;187
27;26;2.378;132;60;15;16;31;3;8;31;91,5;2;Platense;19;Torneo Local;02/06/2023;Importante;;Extremo;0;0;0;21;69;172
5;19;1.691;116;9;6;10;16;1;6;26;89;2;Platense;19;Torneo Local;02/06/2023;Importante;;Delantero;0;0;0;23;82;184
18;2;123;0;0;0;0;0;0;0;14;61,5;2;Platense;19;Torneo Local;02/06/2023;Importante;;Defensor Central;0;0;0;30;83;179
11;47;5.797;463;44;68;65;133;2;33;30;123,3;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante Central;0;0;0;24;63;170
3;47;5.832;408;40;44;54;98;2;26;29;124,1;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
10;47;5.020;370;162;46;48;94;8;24;32;106,8;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
6;47;5.224;246;22;21;42;63;2;16;27;111,1;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Lateral;0;0;0;29;73;177
7;47;4.869;113;11;26;32;58;1;20;26;103,6;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Lateral;0;0;0;26;72;175
25;47;4.798;96;15;27;31;58;1;15;28;102,1;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Defensor Central;0;0;0;35;80;178
4;47;4.160;123;125;24;29;53;5;18;30;88,5;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Delantero;0;0;0;33;91;190
1;47;4.771;291;109;28;24;52;5;24;32;101,5;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
14;47;5.802;169;5;18;23;41;0;17;26;123,4;1;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante Central;0;0;0;26;68;171
11;52;5.651;396;39;44;62;106;2;30;27;108,7;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante Central;0;0;0;24;63;170
22;41;4.702;257;49;31;32;63;3;21;28;114,7;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante Ofensivo;1;1;0;28;70;187
3;52;5.444;341;51;24;33;57;2;21;27;104,7;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante / Extremo;0;1;0;27;70;178
5;41;4.312;136;0;25;32;57;0;18;24;105,2;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Delantero;0;0;0;23;82;184
6;52;4.668;136;30;24;32;56;2;17;28;89,8;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Lateral;1;0;0;29;73;177
14;52;5.159;133;16;25;30;55;1;17;27;99,2;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante Central;0;0;0;26;68;171
1;52;4.694;243;121;31;24;55;5;18;33;90,3;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
7;52;4.473;264;24;26;26;52;1;18;26;86;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Lateral;0;0;0;26;72;175
25;52;4.380;95;0;18;31;49;0;13;24;84,2;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Defensor Central;0;0;0;35;80;178
4;34;2.845;120;11;18;24;42;0;8;26;83,7;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Delantero;0;0;0;33;91;190
27;17;1.820;123;37;14;18;32;3;10;29;107,1;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Extremo;0;0;0;21;69;172
10;10;747;54;0;3;5;8;0;3;25;74,7;2;Liverpool;5;Libertadores;07/06/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
11;46;6.170;410;87;52;74;126;4;29;29;134,1;1;Velez;20;Torneo Local;12/06/2023;Importante;;Volante Central;0;0;0;24;63;170
10;46;5.145;464;196;53;52;105;14;32;29;111,8;1;Velez;20;Torneo Local;12/06/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
13;46;5.725;519;227;46;54;100;12;33;31;124,5;1;Velez;20;Torneo Local;12/06/2023;Importante;;Lateral / Volante;0;0;0;23;68;172
6;46;5.375;213;20;31;45;76;1;21;27;116,8;1;Velez;20;Torneo Local;12/06/2023;Importante;;Lateral;0;0;0;29;73;177
12;46;5.640;421;74;39;37;76;5;27;28;122,6;1;Velez;20;Torneo Local;12/06/2023;Importante;;Lateral;0;0;0;30;65;169
4;46;4.893;233;84;34;38;72;6;20;30;106,4;1;Velez;20;Torneo Local;12/06/2023;Importante;;Delantero;0;0;0;33;91;190
20;46;5.664;205;10;32;34;66;1;18;26;123,1;1;Velez;20;Torneo Local;12/06/2023;Importante;;Defensor Central;0;0;0;23;79;182
19;46;5.950;121;32;28;33;61;3;18;29;129,3;1;Velez;20;Torneo Local;12/06/2023;Importante;;Volante Central;0;0;0;28;70;170
25;46;5.182;125;43;27;34;61;3;19;29;112,7;1;Velez;20;Torneo Local;12/06/2023;Importante;;Defensor Central;0;0;0;35;80;178
11;50;6.112;384;133;50;64;114;7;25;29;122,2;2;Velez;20;Torneo Local;12/06/2023;Importante;;Volante Central;0;0;0;24;63;170
